Age,Gender,Income,EmploymentType,Education,HousingType,FamilyStatus,EmploymentYears,CreditScore,LoanAmount,PaymentHistory,Dependents,Approved
33,Female,229521,Government,Post Graduate,Owned,Single,0,554,237256,Good,2,0
40,Male,415394,Student,Post Graduate,With Parents,Married,10,366,863862,Good,2,0
50,Female,1109461,Business,Graduate,Rented,Married,12,468,994138,Poor,3,0
22,Male,670435,Business,High School,With Parents,Single,32,473,129144,Good,5,0
23,Female,1542850,Government,Post Graduate,With Parents,Single,3,410,685315,Poor,0,0
28,Female,1131794,Student,High School,With Parents,Married,30,456,215477,Good,5,0
21,Female,1082631,Working,Post Graduate,With Parents,Married,8,728,871002,Poor,4,0
60,Male,792879,Working,High School,Rented,Single,12,569,871889,Good,1,0
43,Female,819396,Business,High School,With Parents,Married,13,792,346663,Good,0,1
26,Male,1951608,Student,High School,Owned,Divorced,4,403,948729,Good,1,0
50,Female,753910,Student,High School,Owned,Single,2,597,377712,Poor,2,0
48,Male,399226,Working,High School,Owned,Divorced,10,636,374894,Poor,4,0
38,Male,981445,Government,High School,Owned,Married,25,767,285037,Poor,5,0
51,Female,1560729,Business,High School,Owned,Divorced,3,463,108751,Good,4,0
51,Female,580130,Student,Graduate,With Parents,Single,8,794,965107,Good,3,0
49,Male,332825,Government,Post Graduate,Rented,Single,33,890,758931,Good,5,0
42,Male,1107747,Business,Graduate,Rented,Divorced,24,452,879789,Poor,4,0
24,Male,1549304,Business,Post Graduate,Rented,Married,10,376,787931,Good,1,0
42,Female,305593,Business,Post Graduate,With Parents,Married,25,540,82659,Good,4,0
49,Male,1996397,Student,Graduate,Rented,Single,31,318,107629,Good,0,0
56,Male,1932056,Working,Post Graduate,With Parents,Divorced,19,820,589648,Good,5,1
50,Female,961984,Working,High School,Rented,Married,35,784,751470,Good,5,1
49,Male,404340,Business,High School,Rented,Married,18,860,547341,Good,0,0
23,Male,1232684,Business,Post Graduate,With Parents,Divorced,26,409,266641,Good,1,0
28,Female,652123,Student,High School,With Parents,Married,6,724,48759,Poor,5,0
58,Male,1819305,Student,Graduate,With Parents,Divorced,32,437,523059,Good,5,0
24,Female,1959124,Student,Post Graduate,Owned,Divorced,11,431,108584,Good,4,0
59,Female,1257195,Student,Graduate,With Parents,Divorced,15,580,417196,Poor,2,0
49,Male,489784,Student,Post Graduate,With Parents,Divorced,32,606,884027,Good,2,0
56,Male,621294,Business,Post Graduate,With Parents,Married,22,435,744904,Good,1,0
53,Female,1689717,Working,Graduate,With Parents,Married,26,846,299817,Poor,3,0
21,Male,252999,Student,High School,Owned,Divorced,3,504,279947,Good,1,0
39,Female,507082,Working,Post Graduate,Rented,Single,34,333,376105,Poor,0,0
60,Male,1756952,Student,High School,With Parents,Divorced,18,348,971489,Good,3,0
41,Male,227190,Government,High School,With Parents,Married,14,676,791787,Good,5,0
59,Male,1827697,Business,Graduate,Rented,Single,4,491,182237,Good,0,0
45,Male,1098646,Government,Post Graduate,Rented,Single,10,898,887110,Good,2,0
50,Male,283761,Business,Graduate,With Parents,Single,19,802,828278,Good,2,0
25,Female,1301833,Business,High School,With Parents,Single,32,463,436135,Good,3,0
26,Female,663885,Business,Post Graduate,Rented,Married,23,600,229056,Poor,4,0
54,Female,1377204,Working,High School,With Parents,Married,28,546,948433,Good,4,0
36,Male,1631413,Government,Graduate,Owned,Married,16,853,759143,Good,4,1
44,Female,1220903,Working,Graduate,With Parents,Single,20,826,86345,Poor,1,0
55,Male,1514773,Working,High School,With Parents,Divorced,13,734,876258,Good,4,1
48,Male,1766343,Business,High School,Rented,Divorced,21,338,91772,Good,1,0
37,Male,1405783,Business,Graduate,Rented,Married,28,714,454059,Good,3,1
28,Male,1545160,Working,Post Graduate,With Parents,Single,4,666,973128,Good,2,1
40,Male,790384,Student,Graduate,Rented,Divorced,1,785,163917,Good,1,1
46,Female,1529690,Business,Graduate,With Parents,Divorced,23,311,580412,Poor,1,0
28,Male,210548,Student,Post Graduate,With Parents,Single,19,515,784645,Good,5,0
43,Male,1065399,Business,High School,Owned,Single,16,498,120190,Good,4,0
24,Female,1551980,Working,Graduate,With Parents,Single,16,400,207007,Good,3,0
42,Female,468886,Business,High School,Rented,Divorced,4,498,333222,Good,2,0
60,Female,1654287,Business,Post Graduate,With Parents,Married,20,738,176831,Good,1,1
35,Female,780239,Government,High School,With Parents,Divorced,21,791,485331,Good,2,1
52,Male,568616,Working,Graduate,Owned,Divorced,12,569,769177,Poor,0,0
25,Male,1981713,Working,Post Graduate,With Parents,Married,13,337,578388,Good,4,0
51,Male,967177,Student,High School,With Parents,Divorced,18,437,487274,Good,0,0
46,Female,1253121,Working,Post Graduate,Owned,Divorced,10,826,147189,Good,1,1
57,Male,1743335,Student,Graduate,Owned,Single,31,537,65914,Good,1,0
23,Male,1286084,Government,Graduate,Rented,Married,2,340,680027,Good,5,0
54,Female,1950854,Government,Post Graduate,With Parents,Divorced,11,685,685428,Good,4,1
25,Female,989218,Business,Post Graduate,Rented,Married,22,798,831161,Good,4,0
21,Male,1122534,Business,High School,Owned,Divorced,17,516,157538,Good,2,0
59,Male,1586447,Business,Graduate,Rented,Divorced,7,793,708029,Good,1,1
58,Male,1557400,Student,High School,Owned,Single,8,887,621121,Good,5,1
53,Male,1400135,Business,High School,Owned,Married,11,829,425151,Good,4,1
22,Female,379827,Business,Graduate,With Parents,Married,30,474,230019,Poor,4,0
30,Male,1506969,Government,High School,With Parents,Divorced,21,764,625510,Good,1,1
45,Female,477271,Working,High School,Owned,Divorced,32,729,866662,Good,0,0
32,Female,1489220,Working,Post Graduate,With Parents,Single,5,793,691423,Good,4,1
55,Male,1825021,Student,Post Graduate,Rented,Married,2,842,449793,Good,3,1
45,Female,1435323,Working,Graduate,Owned,Married,30,538,954293,Poor,2,0
59,Female,740656,Business,High School,With Parents,Divorced,0,891,547923,Good,0,1
45,Male,1642351,Government,Graduate,Rented,Single,9,736,683226,Good,2,1
55,Female,1384199,Government,Post Graduate,Rented,Divorced,25,508,433301,Good,4,0
51,Male,976392,Student,Graduate,Rented,Divorced,22,707,771523,Good,5,1
28,Male,1136577,Business,High School,Owned,Divorced,25,646,839756,Good,5,0
24,Male,1016009,Working,High School,Owned,Married,27,390,67193,Good,2,0
26,Male,1719375,Student,Graduate,With Parents,Divorced,33,593,746172,Poor,0,0
32,Female,1120591,Working,High School,With Parents,Divorced,18,499,35241,Good,4,0
54,Male,1490146,Business,Post Graduate,Owned,Married,15,300,165092,Good,2,0
46,Female,1604383,Student,Graduate,With Parents,Single,33,315,772722,Good,0,0
56,Female,1722823,Government,Graduate,Rented,Single,12,765,974875,Good,0,1
37,Male,1053823,Working,Post Graduate,Owned,Divorced,18,648,993017,Good,4,0
37,Female,1655825,Student,Graduate,With Parents,Married,15,647,813274,Good,3,0
58,Male,1210764,Working,Graduate,Owned,Married,14,535,839030,Good,2,0
54,Male,1669723,Government,High School,Rented,Single,25,650,79721,Good,1,1
51,Female,941422,Business,Post Graduate,Rented,Single,12,810,772918,Good,5,0
36,Female,633646,Business,High School,Owned,Divorced,22,459,816776,Good,0,0
52,Male,1802736,Working,Graduate,Rented,Divorced,20,804,941748,Poor,4,0
38,Female,583510,Government,Graduate,Owned,Divorced,8,355,551273,Good,3,0
55,Male,1253766,Government,Graduate,With Parents,Single,29,423,732162,Good,2,0
21,Male,1613696,Business,Graduate,With Parents,Single,20,670,642544,Poor,1,0
56,Female,697316,Government,Graduate,With Parents,Married,23,488,522998,Good,3,0
44,Female,1991651,Student,Graduate,Rented,Single,8,889,719335,Good,0,1
38,Male,1364632,Student,Graduate,Owned,Single,9,784,844804,Good,3,1
52,Male,1981299,Government,Graduate,Rented,Married,35,881,50026,Good,5,1
31,Male,651867,Government,Graduate,With Parents,Single,28,642,272387,Good,4,0
56,Female,921714,Working,Graduate,Owned,Married,12,890,603869,Good,4,1
32,Female,944717,Government,Post Graduate,With Parents,Married,28,380,399581,Good,3,0
30,Male,1543394,Government,Graduate,With Parents,Divorced,25,373,82954,Good,1,0
41,Female,1569467,Government,Post Graduate,Rented,Divorced,25,577,930812,Good,2,0
58,Female,1068197,Business,High School,Owned,Single,15,557,986120,Good,5,0
26,Male,550036,Student,High School,Owned,Single,30,861,56440,Good,3,1
54,Male,417953,Government,Post Graduate,Owned,Single,24,616,240497,Good,2,0
49,Male,475308,Business,High School,Owned,Divorced,22,633,906222,Good,4,0
38,Female,483356,Business,Post Graduate,With Parents,Married,27,836,670864,Good,2,0
43,Female,1331766,Business,High School,Rented,Married,23,722,272427,Good,0,1
21,Male,921178,Government,Graduate,With Parents,Single,31,788,314164,Good,3,1
39,Male,1870942,Working,Post Graduate,Rented,Single,26,874,458339,Good,1,1
45,Female,662615,Government,High School,Rented,Divorced,15,829,801676,Good,4,0
38,Female,1559912,Government,Graduate,Owned,Single,11,439,303662,Good,3,0
60,Female,770706,Student,High School,Rented,Single,9,350,560957,Good,0,0
39,Female,462226,Student,Post Graduate,Owned,Single,5,454,15440,Good,2,0
47,Female,1847785,Student,Graduate,Rented,Divorced,2,638,84120,Poor,1,0
24,Female,1826662,Student,High School,With Parents,Married,11,496,939208,Poor,3,0
21,Male,1810918,Business,Graduate,Rented,Single,2,503,483220,Good,0,0
54,Male,1191587,Student,Post Graduate,Rented,Married,10,343,780900,Poor,4,0
28,Female,1209211,Government,High School,Rented,Single,13,415,247428,Good,2,0
21,Male,1865957,Government,Post Graduate,Owned,Married,15,309,44033,Good,5,0
51,Male,978879,Working,High School,Owned,Married,5,646,976065,Poor,5,0
24,Male,945574,Business,Post Graduate,With Parents,Single,8,799,243977,Good,4,1
43,Female,1737608,Business,High School,With Parents,Married,22,437,262874,Poor,3,0
49,Female,1338195,Student,High School,With Parents,Single,34,656,339403,Good,2,1
59,Male,344444,Business,Graduate,Rented,Married,34,675,476136,Good,5,0
53,Female,1738591,Business,High School,With Parents,Married,15,628,756027,Good,4,0
45,Male,1299053,Student,Post Graduate,Owned,Divorced,18,630,429711,Good,0,0
27,Male,291807,Business,High School,Owned,Single,6,797,200924,Good,4,0
45,Female,1302727,Government,High School,Rented,Single,4,313,975396,Poor,5,0
52,Male,1181591,Working,Graduate,With Parents,Divorced,26,677,832831,Good,4,1
38,Male,1739939,Working,Graduate,Owned,Single,33,399,106142,Good,4,0
45,Male,605000,Business,Post Graduate,With Parents,Single,35,871,435352,Good,5,1
57,Female,1614513,Student,Post Graduate,With Parents,Married,6,470,830956,Good,3,0
53,Female,1578944,Business,Post Graduate,With Parents,Married,22,622,576802,Poor,2,0
44,Female,1802610,Student,Post Graduate,Rented,Divorced,15,876,572130,Good,4,1
37,Female,1148758,Student,Graduate,Owned,Divorced,2,591,624702,Good,1,0
40,Male,829845,Business,High School,Rented,Single,17,866,536107,Good,4,1
30,Male,279138,Student,Graduate,Owned,Single,16,675,932839,Good,1,0
37,Female,392739,Student,Post Graduate,Owned,Divorced,4,632,831420,Good,3,0
57,Male,1448290,Government,High School,With Parents,Divorced,24,380,818017,Good,2,0
43,Female,1073509,Working,High School,With Parents,Divorced,0,691,56757,Good,0,1
41,Male,885415,Business,High School,Owned,Divorced,25,756,789410,Good,4,0
26,Male,1105834,Government,Graduate,Owned,Single,21,384,498969,Good,0,0
56,Female,750623,Working,Graduate,With Parents,Married,8,438,504283,Good,3,0
46,Male,1376853,Business,High School,Owned,Married,27,631,717999,Poor,0,0
28,Female,1088229,Government,Graduate,Owned,Married,22,324,807069,Good,2,0
60,Female,1506907,Business,Graduate,Owned,Single,12,682,163568,Good,0,1
28,Male,709709,Business,Graduate,Owned,Married,7,612,471923,Good,2,0
34,Male,627402,Government,Post Graduate,Rented,Divorced,9,318,394900,Good,5,0
54,Male,735730,Business,High School,Rented,Single,17,354,487546,Good,0,0
25,Female,1584902,Government,Post Graduate,With Parents,Married,6,319,306703,Poor,5,0
45,Male,998388,Working,Graduate,Rented,Divorced,34,390,195472,Good,3,0
56,Male,283366,Business,Post Graduate,Rented,Married,31,702,780550,Good,2,0
43,Female,1511204,Government,High School,With Parents,Married,3,563,921359,Good,0,0
56,Female,673081,Business,Graduate,Rented,Divorced,8,389,765344,Good,5,0
60,Male,1075211,Business,Post Graduate,Owned,Married,19,637,470988,Good,1,0
29,Male,489636,Government,Post Graduate,With Parents,Divorced,8,740,953157,Poor,1,0
57,Male,865837,Working,Post Graduate,With Parents,Divorced,7,488,333025,Poor,1,0
22,Female,1068305,Student,Graduate,Rented,Divorced,17,455,816953,Good,1,0
32,Male,1798968,Government,Post Graduate,With Parents,Divorced,14,537,242129,Good,2,0
26,Female,481200,Student,Post Graduate,With Parents,Married,11,696,515318,Good,1,0
33,Male,267590,Student,High School,Rented,Married,14,507,794586,Good,1,0
49,Female,1642552,Government,Graduate,Owned,Married,25,342,637460,Good,3,0
41,Female,1482418,Working,Post Graduate,Owned,Married,29,343,920418,Poor,4,0
55,Female,1741763,Working,Post Graduate,Rented,Divorced,3,494,305323,Good,2,0
39,Female,549147,Student,Graduate,With Parents,Single,33,445,486097,Poor,3,0
26,Male,577007,Business,Graduate,Rented,Married,28,325,187567,Good,5,0
33,Female,389120,Government,Graduate,With Parents,Divorced,10,426,95620,Good,3,0
44,Male,1298524,Student,Post Graduate,With Parents,Divorced,10,687,577079,Good,1,1
42,Male,539998,Business,High School,With Parents,Single,26,615,324553,Good,3,0
39,Male,446528,Business,High School,Owned,Divorced,16,312,480921,Good,3,0
55,Male,1475034,Student,High School,Owned,Divorced,30,764,430074,Good,4,1
59,Male,713200,Government,Post Graduate,With Parents,Divorced,13,350,193818,Good,5,0
43,Male,504872,Working,Post Graduate,With Parents,Divorced,19,639,965093,Good,0,0
47,Male,538344,Government,Post Graduate,With Parents,Divorced,35,481,477456,Good,2,0
23,Male,1811686,Government,Graduate,Rented,Married,4,737,884274,Good,2,1
51,Male,455901,Government,Graduate,With Parents,Married,33,514,729630,Good,0,0
27,Male,1214314,Government,Graduate,With Parents,Married,16,838,603080,Poor,2,0
29,Female,1289902,Student,Graduate,Owned,Divorced,14,597,202957,Good,0,0
50,Male,1746583,Business,Post Graduate,Rented,Married,2,641,366634,Good,5,0
34,Male,1543473,Business,Post Graduate,Rented,Married,4,615,314870,Good,2,0
21,Male,1638301,Government,Graduate,Rented,Divorced,1,479,203440,Good,2,0
51,Female,1871963,Working,Post Graduate,Owned,Married,9,771,935390,Poor,2,0
50,Female,1757312,Working,Post Graduate,Rented,Divorced,20,868,561916,Good,4,1
42,Female,338858,Business,Graduate,Owned,Married,24,847,883326,Good,4,0
45,Male,1448207,Working,Graduate,With Parents,Married,2,578,433973,Good,1,0
44,Female,1939498,Government,High School,With Parents,Married,11,414,392393,Good,1,0
26,Female,1261147,Working,Graduate,With Parents,Single,12,648,968503,Good,4,0
40,Female,500511,Working,Post Graduate,With Parents,Single,13,337,481682,Good,4,0
28,Male,852175,Working,Post Graduate,With Parents,Single,21,778,932378,Good,4,0
40,Male,1411230,Government,Post Graduate,Owned,Married,12,497,300487,Good,2,0
49,Male,771797,Business,High School,Rented,Single,0,873,539031,Good,4,1
43,Female,768437,Business,Post Graduate,Rented,Divorced,15,475,74703,Good,2,0
55,Female,306380,Business,High School,Rented,Divorced,3,408,402233,Good,3,0
46,Male,1677816,Student,Post Graduate,Rented,Married,21,502,747528,Good,4,0
26,Female,1390740,Business,High School,With Parents,Married,6,766,325469,Good,5,1
50,Female,685897,Business,High School,With Parents,Married,23,701,192259,Good,5,1
42,Female,1150603,Student,High School,Owned,Married,7,659,501903,Good,1,1
39,Female,1467603,Business,Post Graduate,Owned,Married,6,633,583165,Good,2,0
55,Female,1040573,Student,High School,With Parents,Single,35,462,505806,Good,2,0
34,Female,1844825,Student,Post Graduate,Rented,Divorced,15,477,694799,Good,5,0
57,Female,439752,Student,Graduate,With Parents,Single,28,480,322998,Poor,0,0
59,Male,1637615,Student,Graduate,Rented,Divorced,3,392,228182,Poor,4,0
21,Male,1585968,Business,Graduate,With Parents,Married,24,891,468881,Good,5,1
41,Female,1395956,Government,Graduate,With Parents,Married,5,896,8513,Good,4,1
46,Male,1987832,Government,High School,Rented,Divorced,3,300,737520,Good,2,0
28,Female,265399,Business,Graduate,With Parents,Divorced,25,625,746348,Good,3,0
48,Male,1589337,Business,Graduate,Owned,Single,35,693,884293,Poor,3,0
30,Female,1605230,Business,High School,Owned,Single,1,447,756379,Poor,5,0
48,Male,377552,Business,Post Graduate,Rented,Married,27,484,476467,Good,4,0
49,Female,945133,Business,High School,Rented,Divorced,0,891,522355,Poor,1,0
53,Female,1061589,Government,High School,Owned,Divorced,30,677,118661,Good,5,1
26,Male,1731309,Government,Graduate,With Parents,Single,33,390,257143,Good,5,0
25,Female,1485636,Working,Graduate,With Parents,Single,30,764,537566,Poor,4,0
42,Female,940115,Government,Graduate,Owned,Single,19,877,273094,Good,3,1
58,Male,1401374,Working,Post Graduate,Rented,Divorced,1,593,508307,Good,4,0
25,Female,728589,Business,Post Graduate,Rented,Married,16,314,777444,Good,1,0
58,Male,1582349,Student,Graduate,Owned,Married,15,796,189592,Good,0,1
42,Male,504234,Business,Graduate,Rented,Married,15,750,761265,Good,1,0
57,Female,313929,Government,High School,Owned,Single,29,708,499365,Good,5,0
55,Male,996499,Student,Graduate,Rented,Single,33,745,12439,Good,3,1
45,Female,1312022,Working,High School,With Parents,Divorced,22,742,640140,Poor,2,0
42,Female,760123,Working,Graduate,With Parents,Divorced,25,772,810707,Good,1,0
58,Male,1290419,Government,Post Graduate,With Parents,Single,20,860,11091,Good,0,1
21,Female,404889,Working,Post Graduate,Rented,Married,14,590,264132,Good,0,0
60,Male,319290,Business,Post Graduate,With Parents,Single,7,388,898043,Good,3,0
57,Male,432458,Business,Graduate,Rented,Married,4,764,967516,Poor,3,0
41,Female,539667,Working,Graduate,Owned,Married,24,640,62976,Good,2,0
